%Time (sec)	TC 0 - Near Chiller	TC 1	TC 2	TC 3	TC 4	TC 5	TC 6	TC 7 	TC 8 - Near Heater						6/4/2020	1:08 PM
0.0	15.6	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
10.0	15.6	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
20.0	15.6	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
30.0	15.6	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
40.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
50.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
60.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
70.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
80.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
90.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
100.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
110.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
120.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
130.0	15.7	15.5	15.5	15.6	15.6	15.7	15.7	15.8	15.9
140.0	15.6	15.5	15.4	15.6	15.6	15.7	15.7	15.8	15.9
150.0	15.6	15.5	15.4	15.6	15.6	15.7	15.8	15.9	16.0
160.0	15.6	15.5	15.5	15.6	15.7	15.7	15.8	16.0	16.1
170.0	15.6	15.5	15.5	15.6	15.7	15.8	15.9	16.1	16.3
180.0	15.6	15.5	15.5	15.6	15.7	15.8	16.0	16.2	16.5
190.0	15.6	15.5	15.5	15.7	15.8	15.9	16.1	16.4	16.7
200.0	15.7	15.5	15.5	15.7	15.8	16.0	16.2	16.6	16.9
210.0	15.7	15.5	15.5	15.7	15.9	16.1	16.3	16.7	17.1
220.0	15.7	15.5	15.6	15.8	16.0	16.2	16.5	16.9	17.3
230.0	15.7	15.6	15.7	15.9	16.1	16.3	16.6	17.1	17.5
240.0	15.7	15.6	15.7	15.9	16.1	16.5	16.8	17.3	17.7
250.0	15.7	15.7	15.8	16.0	16.2	16.6	17.0	17.5	17.9
260.0	15.7	15.7	15.8	16.1	16.4	16.7	17.1	17.7	18.1
270.0	15.7	15.8	15.9	16.2	16.5	16.9	17.3	17.9	18.4
280.0	15.7	15.8	16.0	16.3	16.6	17.0	17.5	18.1	18.6
290.0	15.7	15.9	16.1	16.4	16.7	17.2	17.6	18.2	18.8
300.0	15.7	15.9	16.2	16.5	16.8	17.3	17.8	18.4	19.0
310.0	15.7	16.0	16.2	16.6	17.0	17.5	18.0	18.6	19.2
320.0	15.7	16.1	16.3	16.7	17.1	17.6	18.1	18.8	19.4
330.0	15.7	16.1	16.4	16.8	17.2	17.8	18.3	19.0	19.6
340.0	15.7	16.2	16.5	16.9	17.3	17.9	18.5	19.2	19.8
350.0	15.7	16.2	16.6	17.0	17.5	18.1	18.7	19.4	20.0
360.0	15.7	16.3	16.7	17.1	17.6	18.2	18.8	19.5	20.2
370.0	15.7	16.3	16.7	17.2	17.7	18.3	19.0	19.7	20.4
380.0	15.7	16.4	16.8	17.3	17.8	18.5	19.1	19.9	20.6
390.0	15.7	16.4	16.9	17.4	17.9	18.6	19.3	20.1	20.8
400.0	15.7	16.5	17.0	17.5	18.1	18.7	19.4	20.2	20.9
410.0	15.7	16.6	17.0	17.6	18.2	18.9	19.6	20.4	21.1
420.0	15.7	16.6	17.1	17.7	18.3	19.0	19.7	20.6	21.3
430.0	15.7	16.7	17.2	17.8	18.4	19.2	19.9	20.7	21.5
440.0	15.7	16.7	17.3	17.9	18.5	19.3	20.0	20.9	21.6
450.0	15.7	16.8	17.3	18.0	18.6	19.4	20.2	21.0	21.8
460.0	15.7	16.8	17.4	18.1	18.7	19.5	20.3	21.2	21.9
470.0	15.7	16.9	17.5	18.1	18.8	19.6	20.4	21.3	22.1
480.0	15.7	17.0	17.6	18.2	18.9	19.7	20.6	21.5	22.3
490.0	15.8	17.0	17.6	18.3	19.0	19.9	20.7	21.6	22.4
500.0	15.8	17.0	17.7	18.4	19.1	20.0	20.8	21.7	22.5
510.0	15.8	17.1	17.8	18.5	19.2	20.1	20.9	21.9	22.7
520.0	15.8	17.2	17.8	18.6	19.3	20.2	21.1	22.0	22.8
530.0	15.8	17.2	17.9	18.7	19.4	20.3	21.2	22.1	23.0
540.0	15.8	17.3	18.0	18.7	19.5	20.4	21.3	22.2	23.1
550.0	15.8	17.3	18.0	18.8	19.6	20.5	21.4	22.4	23.2
560.0	15.8	17.4	18.1	18.9	19.7	20.6	21.5	22.5	23.4
570.0	15.8	17.4	18.2	19.0	19.8	20.7	21.6	22.6	23.5
580.0	15.8	17.5	18.2	19.1	19.9	20.8	21.7	22.7	23.6
590.0	15.9	17.5	18.3	19.1	19.9	20.9	21.9	22.9	23.8
600.0	15.9	17.6	18.4	19.2	20.0	21.0	22.0	23.0	23.9
610.0	15.9	17.6	18.4	19.3	20.1	21.1	22.1	23.1	24.0
620.0	15.9	17.7	18.5	19.3	20.2	21.2	22.2	23.2	24.1
630.0	15.9	17.7	18.6	19.4	20.3	21.3	22.3	23.3	24.2
640.0	15.9	17.8	18.6	19.5	20.4	21.4	22.4	23.4	24.3
650.0	15.9	17.8	18.7	19.6	20.4	21.5	22.5	23.5	24.5
660.0	15.9	17.9	18.7	19.6	20.5	21.6	22.6	23.6	24.6
670.0	15.9	17.9	18.8	19.7	20.6	21.7	22.7	23.7	24.7
680.0	15.9	17.9	18.8	19.8	20.7	21.8	22.8	23.8	24.8
690.0	15.9	18.0	18.9	19.8	20.7	21.8	22.8	23.9	24.9
700.0	15.9	18.0	18.9	19.9	20.8	21.9	22.9	24.0	25.0
710.0	15.9	18.0	19.0	20.0	20.9	22.0	23.0	24.1	25.1
720.0	15.9	18.1	19.0	20.0	21.0	22.1	23.1	24.2	25.2
730.0	15.8	18.1	19.1	20.1	21.0	22.1	23.2	24.3	25.3
740.0	15.9	18.2	19.1	20.1	21.1	22.2	23.3	24.4	25.4
750.0	15.9	18.2	19.1	20.2	21.1	22.3	23.4	24.5	25.5
760.0	15.9	18.2	19.2	20.2	21.2	22.4	23.4	24.6	25.6
770.0	15.9	18.2	19.2	20.3	21.3	22.4	23.5	24.6	25.7
780.0	15.9	18.3	19.3	20.3	21.3	22.5	23.6	24.7	25.8
790.0	15.9	18.3	19.3	20.4	21.4	22.6	23.7	24.8	25.8
800.0	15.9	18.3	19.4	20.4	21.4	22.6	23.7	24.9	25.9
810.0	15.9	18.4	19.4	20.5	21.5	22.7	23.8	25.0	26.0
820.0	15.9	18.4	19.4	20.5	21.5	22.7	23.9	25.0	26.1
830.0	15.9	18.4	19.5	20.6	21.6	22.8	23.9	25.1	26.2
840.0	15.9	18.5	19.5	20.6	21.7	22.9	24.0	25.2	26.3
850.0	15.9	18.5	19.5	20.7	21.7	22.9	24.1	25.3	26.3
860.0	15.9	18.5	19.6	20.7	21.8	23.0	24.1	25.3	26.4
870.0	16.0	18.6	19.6	20.7	21.8	23.1	24.2	25.4	26.5
880.0	16.0	18.6	19.7	20.8	21.9	23.1	24.3	25.5	26.6
890.0	16.0	18.6	19.7	20.8	21.9	23.2	24.3	25.5	26.7
900.0	16.0	18.7	19.7	20.9	22.0	23.2	24.4	25.6	26.7
910.0	16.0	18.7	19.8	20.9	22.0	23.3	24.5	25.7	26.8
920.0	16.0	18.7	19.8	21.0	22.1	23.3	24.5	25.7	26.9
930.0	16.0	18.7	19.8	21.0	22.1	23.4	24.6	25.8	26.9
940.0	16.0	18.8	19.9	21.1	22.2	23.5	24.6	25.9	27.0
950.0	16.0	18.8	19.9	21.1	22.2	23.5	24.7	25.9	27.1
960.0	16.0	18.8	20.0	21.1	22.3	23.6	24.7	26.0	27.1
970.0	16.1	18.9	20.0	21.2	22.3	23.6	24.8	26.0	27.2
980.0	16.1	18.9	20.0	21.2	22.4	23.7	24.9	26.1	27.2
990.0	16.1	18.9	20.1	21.2	22.4	23.7	24.9	26.1	27.3
1000.0	16.1	19.0	20.1	21.3	22.4	23.8	25.0	26.2	27.4
1010.0	16.2	19.0	20.1	21.3	22.5	23.8	25.0	26.3	27.4
1020.0	16.2	19.0	20.2	21.4	22.5	23.9	25.1	26.3	27.5
1030.0	16.2	19.1	20.2	21.4	22.6	23.9	25.1	26.4	27.6
1040.0	16.2	19.1	20.2	21.5	22.6	23.9	25.2	26.4	27.6
1050.0	16.2	19.1	20.3	21.5	22.7	24.0	25.2	26.5	27.7
1060.0	16.2	19.2	20.3	21.5	22.7	24.0	25.3	26.6	27.7
1070.0	16.2	19.2	20.4	21.6	22.8	24.1	25.3	26.6	27.8
1080.0	16.2	19.2	20.4	21.6	22.8	24.1	25.4	26.6	27.8
1090.0	16.2	19.2	20.4	21.6	22.8	24.2	25.4	26.7	27.9
1100.0	16.3	19.3	20.5	21.7	22.9	24.2	25.5	26.8	28.0
1110.0	16.3	19.3	20.5	21.7	22.9	24.3	25.5	26.8	28.0
1120.0	16.3	19.3	20.5	21.8	23.0	24.3	25.6	26.9	28.1
1130.0	16.3	19.4	20.5	21.8	23.0	24.4	25.6	26.9	28.1
1140.0	16.3	19.4	20.6	21.8	23.0	24.4	25.7	27.0	28.2
